Id,Review,Components,Delivery and Customer Support,Design and Aesthetics,Dimensions,Features,Functionality,Installation,Material,Price,Quality,Usability,Polarity
3910,"The screen was very easy to install. The directions were great and as long as you have a large flat surface to work on, it is very easy to work with.",0,0,0,0,0,0,1,0,0,0,1,1
3911,Beautiful and really good quality,0,0,0,0,0,0,0,0,0,1,0,1
3912,Love my little camera! I went camping and loved how I could just log on the app and see the view. I only put a couple stars for night vision because I have the cam in a window facing out and the camera's little light was just reflecting in the window and I could not see out at night. I'm sure it's great in a better spot. The quality of the picture is actually really good.,0,0,0,0,0,0,0,0,0,1,0,1
3913,Too thin to be useful.,0,0,0,1,0,0,0,0,0,0,0,0
3914,This is our second cam we purchased. We are very happy with the quality of images and the ease of use. We will probably continue to use the Nest indoor cams for our future homes.,0,0,0,0,0,0,0,0,0,1,1,1
3915,attractive and colorful cushions to spruce up my patio furniture,0,0,1,0,0,0,0,0,0,0,0,1
3916,"GReat piece. Very easy to install, extremely secure, perfect box secure",0,0,0,0,0,0,1,0,0,1,0,1
3917,It's very flimsy. Broke the first day i bought. Waste of money.,0,0,0,0,0,0,0,0,0,1,0,0
3918,Easier to install than expected,0,0,0,0,0,0,1,0,0,0,0,1
3919,Good quality for the price,0,0,0,0,0,0,0,0,1,1,0,1
3920,"Economical, easy to adjust",0,0,0,0,0,0,0,0,0,0,1,1
3921,"accurate and very functional, picture and video in color and sharp the technology dept is excellent",0,0,0,0,0,1,0,0,0,0,0,1
3922,I find it holds nicely,0,0,0,0,0,1,0,0,0,0,0,1
3923,"Very nice quality, comfort and good fit!",0,0,0,1,0,0,0,0,0,1,1,1
3924,"This is a nice sampling of brads. If you're new to using a brad/finish nailer, this comes in handy to Guage what sizes you'll need to invest in.",0,0,0,0,0,0,0,0,0,0,1,1
3925,"I have a neurological disorder which has caused me to have difficulties using my hands.The mechanism on this nozzle which controls the flow of water, is fantastic - just push/pull forward or backward to use.I haven't had any problems using it, even when selecting the type of spray I want to use.It also appears well made and sturdy, so I'm hoping my children can't destroy it before the end of the season.I am very happy with this purchase.",0,0,0,0,0,1,0,0,0,1,0,1
3926,"This is a great sprinkler, heavy duty and well made.Strong sturdy construction. It was very easy to hook up to the hose and get working.It has a good strong stead or oscillating spray. It was stronger than I thought and I had to adjust it to hit all my bushes and flowers. Took me all of 2 minutes and it is set up and ready to go for the warm weather.See more",0,0,0,0,0,1,1,0,0,1,0,1
3927,Liked the colors and style. Wish the seat cushion was more firm.,0,0,1,0,0,0,0,0,0,0,0,1
3928,"These are awesome and since I bought them in the blue, the pillow covers are perfect enhancements.",0,0,1,0,0,0,0,0,0,0,0,1
3929,"Easy to install, works well with solar panel",0,0,0,0,0,1,1,0,0,0,0,1
3930,Good quality and nice price.,0,0,0,0,0,0,0,0,1,1,0,1
3931,Worthy for the price and working good,0,0,0,0,0,1,0,0,1,0,0,1
3932,"These fit my Ryobi brad gun perfect, and work flawlessly (I use this brand in every size from 1 1/4"" and up).",0,0,0,1,0,1,0,0,0,0,0,1
3933,Easy to install and use. All you need is a sufficiently flat surface,0,0,0,0,0,0,1,0,0,0,1,1
3934,"Works great only if you have a ring subscription. All features to control area and sensitivity require the subscription.No images or video can be saved without the subscription. This is a total disappointment.Since the system is connected to your wifi and gets directly sent to your phone, you would expect to have the images available on your phone at any time. This does not happen without a subscription. I have never been more disappointed in a product based on the advertised capabilities and reputation.",0,0,0,0,0,0,0,0,0,0,1,0
3935,"Love this nozzle - why? Finally! A nozzle that fits my small hand. It has a hard plastic handle with finger grips. The handle to press down to regulate water flow has little nubs on it so you down lose your grip. There is a stop control so you can hold constant flow of water. There are 7 different water flow choices - full, cone, center, flat, shower, jet, and mist. It also has a rubber washer at the hose connection point. Overall, I am excited to use this nozzle.",0,0,0,1,1,0,0,0,0,0,0,1
3936,Makes a quick and clean cut.,0,0,0,0,0,1,0,0,0,0,0,1
3937,"I ended up returning mine by no fault of the product. Upon seeing it, it was simply clear that it would not work on a countertop.Everything on it feels very solid and substantial. I've been a number of these that just felt like tin and plastic, but this feels heavy and substantial. It's built to last.As I said before, this will not work as a countertop outlet. That is not a fault, just something to keep in mind.",0,0,0,0,0,0,0,0,0,1,0,1
3938,Works very cleanly. Goes in evenly. No splintering at all. Great product.,0,0,0,0,0,1,0,0,0,0,0,1
3939,"I bought this system to replace an older different system that stopped working, so i didn't have to run wires this time. All the wire connections were the same from the older system to the new Defender system. I am very impressed with how easy the setup was, even setting up the app on my phone was very easy and stupid proof. The last system I was only able to live view from my phone but this system I can rewind to see what happened the other day. Hands down this is a well worth system. ""Lo...",0,0,0,0,0,0,1,0,1,0,0,1
3940,Very solid and seems sturdy. Good sized roll. On the thicker side for screen which isn't a problem for me but may make seeing through it a problem for some.,0,0,0,1,0,0,0,0,0,1,0,1
3941,My workbench doesn't have a vise yet. These clamps have helped me to clamp some workpieces for cutting and cleanup. They are easy to use. I plan to buy some more of them for larger projects.,0,0,0,0,0,0,0,0,0,0,1,1
3942,This toilet is the best buy out there!it's replacing the aquasource henshaw model which consumer reports rated the best buy toilet!3 inch flush valve not 2 inch makes it super powerful!!!Definetly the best toilet out there and I been doing this a long time,0,0,0,0,0,1,0,0,0,0,0,1
3943,Worked just great. Just what the doctor ordered. Would rebuy if needed. 5 Stars.,0,0,0,0,0,1,0,0,0,0,0,1
3944,"I liked the fact that when I opened the box you could tell it came from some place that they care. Well packaged. Was able to use the clamps right away. I use them mostly for woodworking. They are not just clamps, but expanders as well. Easy to use. Good quality. I'm completely satisfied!",0,1,0,0,0,0,0,0,0,1,0,1
3945,"Good coverage.  My hard water does have some clogging residual buildup on the nozzles after 3-4 years, but the price is reasonable, and I can replace it without much pause.  I am going to try soaking my old one in a tray with Lime Away - any other recommendations?",0,0,0,0,0,1,0,0,1,0,0,1
3946,"Good product. Precice, well made, sturdy and easy to position and adjust.",0,0,0,0,0,0,0,0,1,1,1,1
3947,"Just love our new ""throne"". First used one at a relative's house and had to have one. Very efficient flushing system. Easy install too. Highly recommend.",0,0,0,0,0,0,1,0,0,1,0,1
3948,We had two and decided on needing a third. Had purchased the two at a local hardware store on clearance. This was an exact match. Electrician thought they were very well built and easy to install.,0,0,0,0,0,0,1,0,0,1,0,1
3949,Great tools to work with  does a foot job comparing to a electric compressor :),0,0,0,0,0,1,0,0,0,0,0,1
3950,Beautiful fit my gravity chair perfect,0,0,0,1,0,0,0,0,0,0,0,1
3951,"These hold tight, a great buy!",0,0,0,0,0,1,0,0,0,0,0,1
3952,easy to load and  works great in the nail gun,0,0,0,0,0,1,0,0,0,0,1,1
3953,Great for an area that your sprinklers can't hit - great price,0,0,0,0,0,0,0,0,1,0,0,1
3954,Only cut 2 pex tubes and as expected it worked perfectly.,0,0,0,0,0,1,0,0,0,0,0,1
3955,Easy to assemble and is pretty quite when using the flush function,0,0,0,0,0,1,1,0,0,0,0,1
3956,great for the price,0,0,0,0,0,0,0,0,1,0,0,1
3957,Easy to use.Works great.Much better price then box store,0,0,0,0,0,1,0,0,1,0,1,1
3958,Very straightforward and easy to use. Fixed my plumbing problem and have the tools for future projects and repairs.,0,0,0,0,0,0,0,0,0,0,1,1
3959,"I bought this sprinkler a couple weeks ago and loved it at first. However, after just 2 weeks of use, there is a significant leak at the base of the sprinkler. Not sure I would recommend this product due to the limited life on it.",0,0,0,0,0,0,0,0,0,1,0,0
3960,Very comfortable and rich design.,0,0,1,0,0,0,0,0,0,0,1,1
3961,I couldn't have done it without this tool. Very easy to use even with my small and weak arms. I have very little upper arm strength but the tool really did the majority of the work. The clamp would slip a little off the tool if not positioned just right but it did the job and I am very happy I didn't need a more expensive tool. This one was pricey but I have happily added it to my collection!,0,0,0,0,0,1,0,0,0,0,1,1
3962,It was nice but I had to return it because it was not ADA compliant .,0,0,0,0,1,0,0,0,0,0,0,0
3963,"It's an ok vise, I wouldn't buy it again. After a few uses, it closes crooked and it's not made real good.",0,0,0,0,0,0,0,0,0,1,0,0
3964,"Seems to be doing the trick. It's definitely thin but for an apartment, temporary fix - I think it's great.",0,0,0,1,0,0,0,0,0,0,0,1
3965,Awesome gun oil free got the job done,0,0,0,0,0,1,0,0,0,0,0,1
3966,Has a chemical and plastic smell but works great for project I needed done.,0,0,0,0,0,1,0,0,0,0,0,1
3967,Its a simple design that works great. Used it for clamping up panels for furniture. Saved a ton over other brands.,0,0,1,0,0,1,0,0,0,0,0,1
3968,Fit on our chair perfect!,0,0,0,1,0,0,0,0,0,0,0,1
3969,The amount of nails in the package is a good value.,0,0,0,0,0,0,0,0,1,0,0,1
3970,Product works as described and provides perfect support,0,0,0,0,0,1,0,0,0,0,0,1
